Year,Food_Inflation,Food_Inflation_diff,Predicted
2019-01-01,4.1770464232,-0.2344392198400005,4.364264977320381
2020-01-01,7.418249189120001,3.2412027659200007,4.366305023342104
2021-01-01,5.747176368640001,-1.67107282048,4.366216888460748
2022-01-01,7.502918237920001,1.7557418692800004,4.366220696099021
2023-01-01,6.327040371680001,-1.1758778662400005,4.3662205315999145
2024-01-01,5.547399771200001,-0.7796406004799996,4.366220538706671
