Year,Value,Predicted,Value_diff
2019-01-01,5.75,6.684126719803799,
2020-01-01,4.0,6.684126719803799,-1.75
2021-01-01,4.0,6.684126719803799,0.0
2022-01-01,5.9,6.684126719803799,1.9000000000000004
2023-01-01,6.5,6.684126719803799,0.5999999999999996
2024-01-01,6.5,6.684126719803799,0.0
