Year,Value,Predicted,Value_diff
2019-01-01,0.30502831579148,0.6449451084488865,
2020-01-01,0.144343868543637,0.7568634018871592,-0.16068444724784298
2021-01-01,0.325610194100608,0.8200238887712591,0.18126632555697098
2022-01-01,0.325610194100608,0.8556681697987998,0.0
2023-01-01,0.325610194100608,0.8757838280631464,0.0
2024-01-01,0.325610194100608,0.887135991600835,0.0
